gene_human,gene,M_1_R1,M_1_R2,M_1_R3,M_2_R1,M_2_R2,M_2_R3,M_3_R1,M_3_R2,M_3_R3,H_1_R1,H_1_R2,H_1_R3,H_2_R1,H_2_R2,H_2_R3,H_3_R1,H_3_R2,H_3_R3,Gene description,Gene stable ID,Human gene stable ID,Protein stable ID,Protein.Group,Protein.Ids,Protein.Names,Protein.Group,Protein.Ids,Protein.Names
GALK1,Galk1,201971.9305,213056.5063,199729.6577,247836.5153,238736.0619,236198.6964,139590.2119,151575.7709,149298.0509,28545.47788,31983.46996,30938.69053,32212.1151,34604.79696,34577.69682,31035.56989,35388.6661,37475.89224,galactokinase 1 [Source:MGI Symbol;Acc:MGI:95730],ENSMUSG00000020766,ENSG00000108479,ENSMUSP00000021114,P51570,P51570,GALK1_HUMAN,Q9R0N0,Q9R0N0,GALK1_MOUSE
PPP5C,Ppp5c,215603.1259,226210.6697,224757.3811,247881.8053,241337.1266,232156.6969,145038.3888,152206.8907,139279.6399,69023.20176,69139.53268,64533.18043,78574.97528,76978.92628,72929.97151,69429.59356,69601.46389,82947.95724,"protein phosphatase 5, catalytic subunit [Source:MGI Symbol;Acc:MGI:102666]",ENSMUSG00000003099,ENSG00000011485,ENSMUSP00000003183,P53041,P53041;H0YDU8;A8MU39,PPP5_HUMAN,Q60676,Q60676;F7BX26,PPP5_MOUSE
GNB2,Gnb2,229174.0264,254890.7452,227719.3215,248178.819,230046.5064,229105.0561,140877.8512,138639.4586,121888.185,294067.7967,365353.2233,315539.3961,341732.0557,356697.5897,350408.7911,333909.8924,349832.8682,385493.0816,"guanine nucleotide binding protein (G protein), beta 2 [Source:MGI Symbol;Acc:MGI:95784]",ENSMUSG00000029713,ENSG00000172354,ENSMUSP00000031726,P62879,P62879;C9JIS1;E7EP32;C9JXA5,GBB2_HUMAN,P62880,P62880;D3YZX3;D3Z1M1;E9QKR0;E9PWM7,GBB2_MOUSE
G3BP2,G3bp2,294346.745,235883.1742,223442.2683,248589.5522,242931.0176,233037.2105,166608.0669,160544.5492,160937.7368,204062.2966,235665.9775,195673.3216,225994.0833,225184.7991,214548.0596,200974.0901,198391.7694,243330.2327,GTPase activating protein (SH3 domain) binding protein 2 [Source:MGI Symbol;Acc:MGI:2442040],ENSMUSG00000029405,ENSG00000138757,ENSMUSP00000108752,Q9UN86,Q9UN86,G3BP2_HUMAN,P97379,P97379,G3BP2_MOUSE
SHMT1,Shmt1,215927.4881,221112.0266,215992.3297,248606.7503,239622.4432,251505.9768,159013.937,164157.8395,155470.9442,24159.59027,29734.68632,29481.53649,28463.98767,32062.46021,30273.48515,29930.24102,30815.66465,32788.81703,serine hydroxymethyltransferase 1 (soluble) [Source:MGI Symbol;Acc:MGI:98299],ENSMUSG00000020534,ENSG00000176974,ENSMUSP00000018744,P34896,P34896;J3KRZ5;J3KRK5,GLYC_HUMAN,P50431,P50431;G3UZ26;G3UYY1,GLYC_MOUSE
SURF4,Surf4,212240.698,197624.8273,207950.8378,248655.2542,251635.4817,269664.5564,113890.0122,131365.0684,119686.7985,194669.4828,185117.6609,204913.9827,288727.4589,273459.0367,281005.9066,240504.91,314326.6176,246305.5879,surfeit gene 4 [Source:MGI Symbol;Acc:MGI:98445],ENSMUSG00000014867,ENSG00000148248,ENSMUSP00000015011,O15260,O15260;B7Z1G8;Q5T8U5,SURF4_HUMAN,Q64310,Q64310,SURF4_MOUSE
EIF3B,Eif3b,219170.6471,215243.6789,213982.8191,249387.3384,234611.9223,236542.2606,145001.7222,142044.5948,132142.4031,159347.8569,177689.4758,154859.1247,192961.7177,192792.8382,187302.9592,177733.2445,183591.9176,194276.9036,"eukaryotic translation initiation factor 3, subunit B [Source:MGI Symbol;Acc:MGI:106478]",ENSMUSG00000056076,ENSG00000106263,ENSMUSP00000098076,P55884,P55884;C9JZG1;C9JQN7,EIF3B_HUMAN,Q8JZQ9,Q8JZQ9,EIF3B_MOUSE
EIF4EBP2,Eif4ebp2,224928.5985,197925.6785,200246.946,250094.6804,241133.1215,237516.9395,183185.4006,164512.6469,129479.6415,159623.1542,156956.961,159871.4529,196395.9115,200903.9294,204578.2328,170917.9851,222139.0878,201532.892,eukaryotic translation initiation factor 4E binding protein 2 [Source:MGI Symbol;Acc:MGI:109198],ENSMUSG00000020091,ENSG00000148730,ENSMUSP00000020288,Q13542,Q13542,4EBP2_HUMAN,P70445,P70445,4EBP2_MOUSE
TXNRD1,Txnrd1,266298.9554,257182.1366,226145.4173,250151.1959,239004.1235,252881.5381,159933.9776,180931.19,176658.7082,177761.3341,184293.6882,181186.3648,204161.3216,212181.8154,198224.1675,208180.0981,206098.7832,219082.7032,thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175],ENSMUSG00000020250,ENSG00000198431,ENSMUSP00000151629,Q16881,Q16881;A0A087WSW9;F8W809;E9PKD3;A0A182DWI3;E9PIR7;E2QRB9;A0A087WSY9,TRXR1_HUMAN,Q9JMH6,Q9JMH6;A0A1W2P6U1,TRXR1_MOUSE
BCAS2,Bcas2,250444.0868,238843.6299,234871.789,250331.5525,244813.1938,236261.1389,168360.4627,169357.9968,151048.2976,152084.8229,160829.8724,155052.4415,180076.4662,164960.4551,180321.9743,159508.6631,189824.9965,186937.7869,BCAS2 pre-mRNA processing factor [Source:MGI Symbol;Acc:MGI:1915433],ENSMUSG00000005687,ENSG00000116752,ENSMUSP00000005830,O75934,O75934,SPF27_HUMAN,Q9D287,Q9D287,SPF27_MOUSE
MRPL21,Mrpl21,160645.8131,209279.782,184720.5633,250693.12,220235.2499,246164.4357,131260.5429,137965.3058,133485.9199,128467.196,149378.6677,140388.9389,177084.6371,170169.2545,155628.6199,150942.2698,154132.2702,171830.6988,mitochondrial ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:2660674],ENSMUSG00000024829,ENSG00000197345,ENSMUSP00000025745,Q7Z2W9,Q7Z2W9;F5H7V8,RM21_HUMAN,Q9D1N9,Q9D1N9,RM21_MOUSE
HINT2,Hint2,199361.7182,254786.2704,268130.3006,250776.085,252934.9989,237629.9576,193068.9991,194764.1615,180778.0082,396446.5908,424213.4703,376464.2464,460248.7476,433031.0622,450669.0346,435765.9102,375308.0931,385769.042,histidine triad nucleotide binding protein 2 [Source:MGI Symbol;Acc:MGI:1916167],ENSMUSG00000028470,ENSG00000137133,,Q9BX68,Q9BX68,HINT2_HUMAN,Q9D0S9,Q9D0S9,HINT2_MOUSE
USP5,Usp5,244689.1803,230609.7476,221442.0896,250895.7086,245234.8045,242623.3439,168534.4429,164116.1875,160046.8213,198025.3037,216909.3105,214589.3954,248578.858,238955.0089,236194.4871,229059.5088,227839.8188,236701.8561,ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343],ENSMUSG00000038429,ENSG00000111667,ENSMUSP00000041299,P45974,P45974,UBP5_HUMAN,P56399,P56399;Q3U4W8,UBP5_MOUSE
SSR1,Ssr1,175821.2124,239182.4369,229889.1808,250906.7258,262607.8326,250372.2186,143121.4618,154431.3042,172479.0454,153808.2902,215576.4734,168540.3091,212861.9575,187401.5919,179624.8529,179762.5761,214585.8223,241454.4592,"signal sequence receptor, alpha [Source:MGI Symbol;Acc:MGI:105082]",ENSMUSG00000021427,ENSG00000124783,ENSMUSP00000153120,P43307,P43307;A0A3B3IRT8;C9JBX5,SSRA_HUMAN,Q9CY50,Q9CY50,SSRA_MOUSE
MTAP,Mtap,246129.6047,239961.2903,240689.0712,251564.956,238360.2691,246241.9193,161531.0054,173061.9627,157173.4966,112385.3927,169246.9517,145451.0274,293097.5062,165708.7267,168237.3589,198705.6437,353233.3228,300790.3514,methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152],ENSMUSG00000062937,ENSG00000099810,ENSMUSP00000061092,F8WES2,F8WES2,F8WES2_HUMAN,Q9CQ65,Q9CQ65,MTAP_MOUSE
COPS8,Cops8,192307.2375,221779.4876,231217.3731,251860.5111,242716.8256,249197.6597,175886.5452,171845.3643,156811.446,260667.5362,274964.7338,273468.2922,308019.4472,286165.9619,286143.187,319301.9587,285410.6105,264888.6596,COP9 signalosome subunit 8 [Source:MGI Symbol;Acc:MGI:1915363],ENSMUSG00000034432,ENSG00000198612,ENSMUSP00000035884,Q99627,Q99627;E9PGT6,CSN8_HUMAN,Q8VBV7,Q8VBV7,CSN8_MOUSE
LAMP1,Lamp1,174987.4193,199588.7082,206730.53,252212.4581,247237.8496,242512.3363,168666.3051,166724.9668,165875.062,194660.6113,242150.8656,200091.0182,248490.4196,246471.7249,235379.5517,224947.4095,246503.4393,261228.6627,lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745],ENSMUSG00000031447,ENSG00000185896,ENSMUSP00000033824,P11279,P11279,LAMP1_HUMAN,P11438,P11438,LAMP1_MOUSE
IDH2,Idh2,265205.5107,249113.8156,230325.783,252318.1451,245294.5977,244489.0884,172512.7493,172046.5334,168175.4369,260836.4153,271325.0681,252927.3505,284519.878,278259.4283,282905.2754,269758.5222,266351.033,285337.6848,"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]",ENSMUSG00000030541,ENSG00000182054,ENSMUSP00000103007,P48735,P48735,IDHP_HUMAN,P54071,P54071;A0A0U1RP68;D6RIL6,IDHP_MOUSE
LGALS1,Lgals1,221225.6878,252950.5099,250505.2854,252525.0197,275148.9965,259282.5674,163601.1597,172997.7284,180069.7752,397735.1132,387108.8964,423733.6382,446206.8628,438683.7631,440638.2325,411031.2192,444321.6668,450500.9491,"lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]",ENSMUSG00000068220,ENSG00000100097,ENSMUSP00000086795,P09382,P09382,LEG1_HUMAN,P16045,P16045,LEG1_MOUSE
GPX1,Gpx1,205603.9918,236482.8204,243720.5156,254129.5484,253916.1513,270629.7261,193201.8304,187878.7925,173886.7881,417750.4463,497336.7873,415956.2274,497198.16,485997.4045,466004.9366,473639.0705,484509.885,521699.5042,glutathione peroxidase 1 [Source:MGI Symbol;Acc:MGI:104887],ENSMUSG00000063856,ENSG00000233276,,P07203,P07203;A0A087WUQ6;A0A2R8Y6B6,GPX1_HUMAN,P11352,P11352;A0A0A6YVV2;A0A0A6YY34,GPX1_MOUSE
YBX3,Ybx3,264149.2936,220160.7118,213340.5009,255100.5863,221277.9388,225498.3707,167591.2924,156952.1183,139305.8966,113310.0609,114853.2476,110446.3007,131907.0977,143309.6268,138087.8075,123425.38,115938.9546,125985.013,Y box protein 3 [Source:MGI Symbol;Acc:MGI:2137670],ENSMUSG00000030189,ENSG00000060138,ENSMUSP00000032309,P16989,P16989,YBOX3_HUMAN,Q9JKB3,Q9JKB3,YBOX3_MOUSE
NOP58,Nop58,211204.7681,220540.6037,226372.9243,255471.1556,242223.3321,234022.0648,150277.2029,149385.2549,142859.465,288620.3237,322822.1603,294429.8293,349312.2729,363246.8513,362577.3981,331040.207,336469.0121,355071.5872,NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184],ENSMUSG00000026020,ENSG00000055044,,Q9Y2X3,Q9Y2X3,NOP58_HUMAN,Q6DFW4,Q6DFW4;A0A087WP00;A0A087WQ46;A0A0A0MQ76,NOP58_MOUSE
EXOSC8,Exosc8,217353.288,225731.8891,222084.6635,256531.2478,244225.5507,234892.606,144042.6677,150548.2126,129465.5756,121402.8268,133232.7573,123137.8636,127807.1418,142103.4446,124935.1151,130989.9232,138128.9463,129603.8994,exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889],ENSMUSG00000027752,ENSG00000120699,ENSMUSP00000029316,Q96B26,Q96B26,EXOS8_HUMAN,Q9D753,Q9D753;D3YYN3,EXOS8_MOUSE
PDIA4,Pdia4,230998.5358,219866.3198,219322.9552,257440.5433,250510.682,244443.2317,180308.8713,181673.4084,176299.8903,6609.573885,3200.780005,5372.775395,5138.643162,4632.598634,5473.157368,6067.418586,3969.497516,3011.121181,protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864],ENSMUSG00000025823,ENSG00000155660,ENSMUSP00000076521,A0A499FI48,A0A499FI48,A0A499FI48_HUMAN,P08003,P08003;A0A0R4J0Z1,PDIA4_MOUSE
GLRX5,Glrx5,207750.6514,236683.452,215749.6583,257878.1936,259778.2394,288841.9852,190788.0642,179860.0108,179522.8145,61831.90137,75961.99921,60637.24304,61658.08101,66706.79705,64714.47717,63182.09669,65172.57412,67206.71507,glutaredoxin 5 [Source:MGI Symbol;Acc:MGI:1920296],ENSMUSG00000021102,ENSG00000182512,ENSMUSP00000152267,Q86SX6,Q86SX6,GLRX5_HUMAN,Q80Y14,Q80Y14;A0A1Y7VN70,GLRX5_MOUSE
OAT,Oat,280716.3845,257695.8016,245656.4333,259124.8601,254815.0478,243312.4569,175715.6256,175789.0069,158962.1848,159527.3709,189138.9446,155877.1701,187552.139,186048.5913,183308.7987,169148.9763,184528.8955,192749.6936,ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394],ENSMUSG00000030934,ENSG00000065154,ENSMUSP00000081544,P04181,P04181,OAT_HUMAN,P29758,P29758,OAT_MOUSE
PDHB,Pdhb,196146.5536,231234.8185,234881.8245,259666.4839,260413.009,266150.4639,181348.7225,177842.7385,172203.912,216319.0497,234562.2194,216582.7979,242232.234,258364.4836,237563.9497,225203.2461,242568.2764,243885.4554,pyruvate dehydrogenase (lipoamide) beta [Source:MGI Symbol;Acc:MGI:1915513],ENSMUSG00000021748,ENSG00000168291,,P11177,P11177;C9J634;F8WF02,ODPB_HUMAN,Q9D051,Q9D051,ODPB_MOUSE
ISOC1,Isoc1,225005.7615,218000.0937,210492.8619,260140.7021,255096.1909,235080.6801,126518.4529,125726.7213,113531.9634,166161.6676,180483.299,166664.4474,209559.7025,201492.6542,199419.0136,190746.6895,195851.413,195794.8941,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557],ENSMUSG00000024601,ENSG00000066583,ENSMUSP00000025503,Q96CN7,Q96CN7;D6RGE2,ISOC1_HUMAN,Q91V64,Q91V64,ISOC1_MOUSE
TXNDC9,Txndc9,248811.8676,241957.1769,231152.3969,260188.7775,236020.9252,256751.9823,153477.1685,141492.881,121246.9682,45971.59061,40075.82261,41263.52194,50380.86666,57019.59238,47663.35247,50570.60323,51467.77687,56700.87451,thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153],ENSMUSG00000058407,ENSG00000115514,ENSMUSP00000125491,O14530,O14530;B8ZZX4;F8WCJ3;F8WBV5;G3XAJ4,TXND9_HUMAN,Q9CQ79,Q9CQ79;A0A0A6YXY0;A0A0A6YWP9;A0A0A6YVV3,TXND9_MOUSE
UMPS,Umps,271612.4641,251366.3174,246388.969,261075.5483,255367.3018,252508.5604,166962.5993,170974.6072,162701.1492,136376.9366,149638.347,132249.1421,147729.9789,147931.8282,141682.5835,131874.5874,142079.5773,160609.5034,uridine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:1298388],ENSMUSG00000022814,ENSG00000114491,ENSMUSP00000023510,P11172,P11172;E9PFD2,UMPS_HUMAN,P13439,P13439,UMPS_MOUSE
IMP3,Imp3,250709.0096,235572.6772,219043.0309,261247.6039,242649.2885,257212.9502,157548.688,153972.7368,139345.0255,795897.0231,863930.505,800353.731,972037.4164,954240.9062,950610.694,906119.8047,861176.6111,1003870.964,"IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]",ENSMUSG00000032288,ENSG00000177971,ENSMUSP00000034827,Q9NV31,Q9NV31,IMP3_HUMAN,Q921Y2,Q921Y2,IMP3_MOUSE
CYC1,Cyc1,383706.991,267262.9778,247055.8065,261693.2241,231844.7421,241873.7373,149756.3886,158120.5741,144647.1147,72750.40706,73201.28041,81619.5355,94674.80441,96459.35217,103640.4247,94211.39927,115102.9147,90335.36977,cytochrome c-1 [Source:MGI Symbol;Acc:MGI:1913695],ENSMUSG00000022551,ENSG00000179091,ENSMUSP00000023210,P08574,P08574,CY1_HUMAN,Q9D0M3,Q9D0M3,CY1_MOUSE
NDUFA12,Ndufa12,290261.9162,238922.668,235826.3693,261857.2334,254951.9145,247747.6384,171095.9911,160170.1868,156072.8056,180715.5719,208451.3142,179194.9825,202314.3614,206818.387,197593.6626,187991.4097,193256.4721,221418.3513,NADH:ubiquinone oxidoreductase subunit A12 [Source:MGI Symbol;Acc:MGI:1913664],ENSMUSG00000020022,ENSG00000184752,ENSMUSP00000119625,Q9UI09,Q9UI09;F8VRD8,NDUAC_HUMAN,Q7TMF3,Q7TMF3;F6RBR6;A0A0R4J275,NDUAC_MOUSE
LSM12,Lsm12,169509.3284,184991.7716,191612.9667,262865.6746,229000.7249,215449.3308,110291.8756,110655.7976,105235.9404,142855.5831,151311.2677,150993.4487,195836.4592,162733.181,190261.4598,183643.8311,197935.169,179375.5934,LSM12 homolog [Source:MGI Symbol;Acc:MGI:1919592],ENSMUSG00000020922,ENSG00000161654,ENSMUSP00000102774,Q3MHD2,Q3MHD2;K7ELG9,LSM12_HUMAN,Q9D0R8,Q9D0R8,LSM12_MOUSE
RABIF,Rabif,84755.34032,210878.3112,218360.9663,262989.841,263455.6432,287575.4998,181437.6685,185313.1998,178553.9318,225325.2893,297385.3359,213068.1599,261961.5252,223602.1376,244310.1356,235217.9384,325241.7581,311056.1235,RAB interacting factor [Source:MGI Symbol;Acc:MGI:2138605],ENSMUSG00000042229,ENSG00000183155,ENSMUSP00000038335,P47224,P47224,MSS4_HUMAN,Q91X96,Q91X96,MSS4_MOUSE
SND1,Snd1,241349.7521,237641.7609,235559.1909,263780.1938,254040.7205,260200.9989,175046.9865,174455.7193,169837.2046,246570.1853,256022.1578,248257.101,290756.4985,292119.3622,290287.4128,282489.7135,291272.4407,285597.0877,staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266],ENSMUSG00000001424,ENSG00000197157,ENSMUSP00000126382,Q7KZF4,Q7KZF4,SND1_HUMAN,Q78PY7,Q78PY7;Q3TJ56,SND1_MOUSE
EBNA1BP2,Ebna1bp2,219126.9085,225959.7692,236322.0056,264177.3392,254469.3275,269853.6764,161516.4549,163075.4599,157891.6549,152456.3524,155686.1123,139336.4676,178438.254,177750.5298,168443.1992,170667.9921,184905.4215,170009.2008,EBNA1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1916322],ENSMUSG00000028729,ENSG00000117395,ENSMUSP00000030501,Q99848,Q99848;H7C2Q8,EBP2_HUMAN,Q9D903,Q9D903;A2ACZ1,EBP2_MOUSE
CDV3,Cdv3,163884.7573,234263.9247,234608.6621,264434.972,239833.5473,266056.8592,186959.2879,192686.4056,179727.2724,186725.7247,221259.3288,182139.9773,206924.4892,188440.8397,188880.1094,201467.4411,187623.3341,214816.2235,carnitine deficiency-associated gene expressed in ventricle 3 [Source:MGI Symbol;Acc:MGI:2448759],ENSMUSG00000032803,ENSG00000091527,ENSMUSP00000044420,Q9UKY7,Q9UKY7;H0Y8K3,CDV3_HUMAN,Q4VAA2,Q4VAA2;A0A087WNP6;A0A087WRM0,CDV3_MOUSE
DDX21,Ddx21,275230.4772,249324.5329,243524.6383,264505.2914,262823.94,271462.1486,179253.5157,174092.3065,166532.4828,171720.8993,176693.5045,171552.1475,207728.9679,215146.333,206573.3901,191085.6893,200191.6104,189491.4474,DExD box helicase 21 [Source:MGI Symbol;Acc:MGI:1860494],ENSMUSG00000020075,ENSG00000165732,ENSMUSP00000042691,Q9NR30,Q9NR30,DDX21_HUMAN,Q9JIK5,Q9JIK5,DDX21_MOUSE
Ppp1r7,Ppp1r7,224098.3002,226351.0605,227049.7731,264964.6624,255015.6893,261804.947,169847.8466,168502.5089,156005.541,167395.1999,193479.0301,157642.9019,185822.2387,175360.3839,172884.2356,175150.6571,200050.0159,196842.6182,"protein phosphatase 1, regulatory subunit 7 [Source:MGI Symbol;Acc:MGI:1913635]",ENSMUSG00000026275,,ENSMUSP00000027494,Q15435,Q15435;H7C3Q5;H7C003,PP1R7_HUMAN,Q3UM45,Q3UM45,PP1R7_MOUSE
DNAJA1,Dnaja1,293176.1401,236364.241,227278.9826,265010.8986,239347.3297,249324.0187,166788.0938,163297.4478,155305.3413,216185.9814,250445.2441,207113.7627,245978.9102,247892.0007,240741.047,224155.9473,251223.6562,270395.7526,DnaJ heat shock protein family (Hsp40) member A1 [Source:MGI Symbol;Acc:MGI:1270129],ENSMUSG00000028410,ENSG00000086061,ENSMUSP00000030118,P31689,P31689,DNJA1_HUMAN,P63037,P63037,DNJA1_MOUSE
CTSD,Ctsd,145837.6176,221423.6865,215635.7859,265059.912,247529.0034,268049.2087,174746.9786,174756.0155,156215.5656,505774.5174,610203.6833,486581.4781,598061.6407,577006.1588,557054.8078,543048.4818,561253.5797,672783.1109,cathepsin D [Source:MGI Symbol;Acc:MGI:88562],ENSMUSG00000007891,ENSG00000117984,ENSMUSP00000121203,P07339,P07339;A0A1B0GV23;A0A1B0GVP3;A0A1B0GWE8;A0A1B0GW44;H7C469;H7C1V0;A0A1B0GVD5,CATD_HUMAN,P18242,P18242;F8WIR1;A0A1B0GT66;F6Y6L6,CATD_MOUSE
MRPL27,Mrpl27,251095.4699,243750.9018,239654.5809,265180.667,262578.2859,267846.5463,191149.2734,191405.4608,176376.168,136973.1436,148056.7782,133431.633,178161.8655,166024.8876,157288.0148,144114.6015,176337.8338,167729.6994,mitochondrial ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:2137224],ENSMUSG00000024414,ENSG00000108826,ENSMUSP00000025278,Q9P0M9,Q9P0M9;D6RAN8;H7C5U8,RM27_HUMAN,Q99N92,Q99N92,RM27_MOUSE
LAMTOR3,Lamtor3,292343.6736,239922.1272,254381.6581,265340.377,257339.313,264554.4733,153480.7975,177365.5468,134592.6989,219614.5838,244205.8406,232336.2927,283366.8455,259292.9789,264642.4223,233194.7466,268709.51,286714.1807,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:MGI Symbol;Acc:MGI:1929467]",ENSMUSG00000091512,ENSG00000109270,ENSMUSP00000142512,Q9UHA4,Q9UHA4,LTOR3_HUMAN,O88653,O88653,LTOR3_MOUSE
ZNF593,ZNF593,231038.3962,205936.6229,213651.7563,265700.3755,247373.3853,251928.2442,169586.1947,167881.3675,152604.4383,436333.8811,380552.1913,384902.8415,440209.6196,457754.5454,442580.736,438100.6833,469219.2074,429734.4404,zinc finger protein 593 [Source:MGI Symbol;Acc:MGI:1915290],ENSMUSG00000028840,ENSG00000142684,ENSMUSP00000030644,O00488,O00488;A9J4F5,ZN593_HUMAN,Q9DB42,Q9DB42,ZN593_MOUSE
TMPO,Tmpo,270362.5557,255688.5484,244808.216,265863.8494,254581.398,241356.6052,185465.549,185104.8174,169098.4578,108704.0948,122903.2035,106735.661,132914.3781,127126.7553,121955.3874,115813.9848,117075.0087,127029.8791,thymopoietin [Source:MGI Symbol;Acc:MGI:106920],ENSMUSG00000019961,ENSG00000120802,ENSMUSP00000072092,P42166,P42166,LAP2A_HUMAN,Q61029,Q61029,LAP2B_MOUSE
MCM3,Mcm3,227240.6582,250559.5595,241902.4328,265967.1131,272970.1528,264131.3704,173437.5204,176314.3825,168973.9779,291667.3957,311850.2997,275732.9235,326169.1566,326606.4374,322235.1649,315929.438,319112.8052,327614.7924,minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845],ENSMUSG00000041859,ENSG00000112118,ENSMUSP00000059192,P25205,P25205;A0A499FHX9;J3KQ69,MCM3_HUMAN,P25206,P25206,MCM3_MOUSE
UBXN1,Ubxn1,265218.8257,231991.718,221874.7534,267234.1214,253044.8281,249801.8724,164858.3098,161975.6964,145004.8454,193681.934,233905.6948,200034.9065,217063.0422,226515.1019,219935.8801,223645.7122,271279.8533,237006.5966,UBX domain protein 1 [Source:MGI Symbol;Acc:MGI:1289301],ENSMUSG00000071655,ENSG00000162191,,Q04323,Q04323;E9PRQ7;E9PJ81,UBXN1_HUMAN,Q922Y1,Q922Y1;A0A498WFS2,UBXN1_MOUSE
GPX4,Gpx4,232960.0557,254060.3839,246926.8759,267700.7812,268851.1801,267194.1117,155738.266,164047.1441,157014.907,306899.4068,322626.7714,301995.9116,369744.8097,359426.1649,374171.0061,348511.8533,373952.1675,364322.7588,glutathione peroxidase 4 [Source:MGI Symbol;Acc:MGI:104767],ENSMUSG00000075706,ENSG00000167468,,P36969,P36969;K7ERP4;A0A087WT12;A0A087X2I2,GPX4_HUMAN,O70325,O70325;S4R1E5,GPX4_MOUSE
UFD1,Ufd1,274560.0136,249645.8769,236792.606,268174.7855,252610.0861,254552.1577,196944.3026,205933.4064,181963.5703,177383.7239,195124.8427,172497.1037,218627.7039,211147.6767,201331.1076,203049.1699,201746.0148,207078.7161,ubiquitin recognition factor in ER-associated degradation 1 [Source:MGI Symbol;Acc:MGI:109353],ENSMUSG00000005262,ENSG00000070010,,Q92890,Q92890,UFD1_HUMAN,P70362,P70362;F6SYJ2,UFD1_MOUSE
LAMTOR1,Lamtor1,221350.1976,230108.942,238711.7135,268403.0946,260031.629,276753.5325,178690.534,179739.8348,169704.0282,456142.8282,465761.0437,429605.4084,539486.5997,509787.7341,496247.7351,476137.2421,537860,524883.9302,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]",ENSMUSG00000030842,ENSG00000149357,ENSMUSP00000033131,Q6IAA8,Q6IAA8;F5H3Y3;F5H479;F5GX19;H0YFI1,LTOR1_HUMAN,Q9CQ22,Q9CQ22;A0A0A6YX02,LTOR1_MOUSE
NOP56,Nop56,220166.0906,233098.7357,234678.0625,268558.4233,267598.6248,260463.3295,174953.59,185184.6035,177997.8775,123124.3837,132566.1721,124268.2308,150017.6703,147761.126,142266.0644,135327.4793,142553.0319,143982.7936,NOP56 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1914384],ENSMUSG00000027405,ENSG00000101361,ENSMUSP00000099487,O00567,O00567;H0YDU4;H0Y653;A0A494C128,NOP56_HUMAN,Q9D6Z1,Q9D6Z1;F7CHQ7,NOP56_MOUSE
EMC8,Emc8,268198.3612,254885.7036,247893.2462,268954.3311,251330.0159,248220.3021,151293.886,158323.14,153498.9524,62226.38006,66740.61317,58365.43117,77930.83459,82316.41562,63919.21795,60267.00089,68799.50157,77881.71587,ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095],ENSMUSG00000031819,ENSG00000131148,ENSMUSP00000034277,O43402,O43402;M0R1B0,EMC8_HUMAN,O70378,O70378;M0QWC9;M0QWE2;M0QWI7;M0QWS0,EMC8_MOUSE
ATXN10,Atxn10,253034.1882,235940.6922,226725.977,269164.3441,257385.6375,250703.5491,167234.2654,158604.7094,159384.5079,127392.1777,139481.602,128105.0649,153760.3038,158344.9609,154441.0151,149003.3484,148935.9417,163878.6189,ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293],ENSMUSG00000016541,ENSG00000130638,ENSMUSP00000132450,Q9UBB4,Q9UBB4;A0A1W2PQD2,ATX10_HUMAN,P28658,P28658,ATX10_MOUSE
SRSF6,Srsf6,181201.1977,202969.1367,194151.2492,269320.9237,251117.0164,271969.8403,162628.4667,144296.6571,127238.4711,178713.0383,215137.4878,179589.2309,206768.3829,202930.1939,201709.0019,199801.6766,223863.0884,223438.6809,serine and arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246],ENSMUSG00000016921,ENSG00000124193,,Q13247,Q13247;A0A590UK01;A0A590UJK4;A0A590UJP7;A0A590UK80,SRSF6_HUMAN,Q3TWW8,Q3TWW8,SRSF6_MOUSE
